tweet,label
Lmfaooo Two bad bitches giving me head at the same dam time ......   LOL ,1
Lmfaoooo fizz baby mama snatched that bitch soul ,1
Lmfaooooo Ca n't trust a bitch that do n't smile with her teeth . ,1
Lmfaoooooo I 'm so glad my shorty ai n't all over twitter and IG tryna be a famous Columbus hoe ,1
Lmfaoooooo LMFAOOOOOOOPOOOOOO   come yo bitch ass auntie ,1
Lmfaooooooooo bro Strippers on twitter talking about how much money they made tonight . Like bitch i will rob you ,1
Load this bitch up with Kool Aid ,1
Lock 5 fat bitches in 1 room for 5 days with just 5 Mcdoubles . Now that 's hunger games ,1
Log off nigger   ,0
Lol    The baddest bitches be porn stars n strippers ,1
Lol   active Idgaf about an active hoe as long as she 's not fucking my man . need to learn how to mind your business . ,1
Lol   me next time bitch ,1
Lol Father has bitches pouring arizona tea on themselves in this one video ,0
"Lol I followed the bitch just so I can unfollow her cause she talkin shit , shit away with her two ",0
Lol I love when ppl think i m a fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE ,1
"Lol I make hoes madd hahhaha ,   ) ",0
Lol I never understood retards who use the atm and pay a $ 2 fee to get $ 20 and put it in gas so the do n't pay the credit price -_- ,1
Lol I see what you did there   hell yeah bitches hate that shit ,1
Lol I told Kenzie 's bf I was going to stop cussing and he lol'd in my face like bitch u do n't even know me ,1
Lol I told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af ,0
Lol It ai n't nun wrong wit Tryn to be 1 of da realist niccas n da city tho ,1
Lol Jk I changed my number on them ho*s ,1
Lol Lebron a bitch .. Now that basketball is back say goodbye to sports center .. It 's Lebron center now .. ,1
Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice ,0
Lol   Just need to know what that pussy like so one time is fine with me ,1
Lol Youuuuu got niggas but I do n't got bitches ,0
Lol Most chicks that go to Enon are hoes or reformed hoes ,1
Lol Sam said Betty Boop is a hoe ,1
Lol actually bitch please choke on my nuts . ,1
Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife .. You bitches do n't know wtf y' all need .. ,1
Lol at the random fist fight aka pussy shove match at DnD tonight . ,1
Lol at these honkies talking trash I 'm done with this shit   ,0
Lol at this bitch ass boy telling me how to respond to peer pressure for values of peer pressure that equal being called a groupie ,1
Lol bitch ,1
Lol bitch u a has been ,0
Lol bitch you think you 're classy ? THE FUCK EVER ,1
Lol bitches be hella mad about they exs like why ca n't you be friends and forget about the past ,1
Lol colored contacts played out . ,0
Lol dat bitch petty ,1
Lol faggot team pipe beef ,1
Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao ,1
Lol ike Turner ,0
Lol i m out here curving bitches like i m taken ,1
Lol it 's 436 and bitches are out here staggering drunk ,1
Lol lawwwddd that 's why I ai nt fuck with jitt I never wanna be labeled a hoe ,1
Lol life Made her a hoe ,1
Lol look   is Mike Brown 's twitter . Look at the trash he wrote about lmao . Gentle Giant my ass ,1
Lol my brother a fag Mann ,0
Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here ,0
Lol my porn name is master licker wtf y I got ta have dat bitch ass name ,1
Lol niccas remember the ginyu force ,0
Lol niggas out here saving hoes ,1
Lol niggas still be talking about me threw bitches smh ,1
Lol petty ass Lmmfaooooo   a hoe   ,0
Lol shawty at sheets gave me her number haha I throw tht shit in trash outside ,1
Lol stop fuckin wit dem birds . Fuck y' all hoes all y' all do is lie ,1
Lol that 's some hoe shit ,1
Lol they tricking niccas left n right ,0
"Lol this freshman said why dress up as a baby that 's so retarded , I said well I mean u act like a baby so might as well dress like one ",0
Lol this girl makes fun of guys for having like light voices but I 'm just like bitch your voice is like deeper than five men together wtf ,1
Lol u mad motherfuckin hoe ,1
Lol when a nigga say he miss u say do n't miss me miss ya bitch lmao ,0
Lol you 're a cunt liar and I hope you drop dead k - ) ,1
Lol   Ooop QT   You little twats . ,1
"Lol , so since I 'm from the south I automatically sound like a fucking redneck . Hahahaha how about fuck you , stupid ass . ",0
"Lol , what I look like waiting on another nigga bitch . ",1
Lol . Nice crutch hoe . ,1
Lol .. shut up   lmao early bird gets the worm ,0
Lololol joey lattimes phone just called him retarded ,0
Lolololol not to be a hoe but that was a nyyce one ,1
Long hair = pussy any time you want it ,1
Long neck ass bitch lmbo ,1
Long yellow . ,0
Longway bitch ,1
"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches ",1
Look at me . Does it look like I give a fuck ? Or half a fuck ? Or the square root of a fuck . No . The slope of my fuck is zero . ,1
Look at that THOT ... pussy popping for usher . ,0
"Look at them hoes , man fuck them hoes niggah lets get smoked ",1
Look at this bad bitch   ,1
"Look at this coon ass nigga here ..... Standing on a damn toilet , looking around for his manhood ... ",1
Look at this fucking kaffirs hairdo . Only a nigger ,0
Look at this little faggot . Tell her she 's beautiful as much as you can . It 'll make her smile ,1
Look at this pussy   ,0
Look at y' all bitches only Hmu when ya wifi on bitches ,1
Look at you lying ass bitches could n't finish school stripping on ya mind ass bitches ,1
Look at you .. Now look at us .. All my niggas look pussy as fuck ,0
Look bitch .. Go and suck a dick I 'm a real street nicca I ai n't wit Dat sucka shit ,0
Look rich act poor and never trip over a bitch that ai n't yours ,1
"Look . Call me chubby . Call me a dumb stoner . Say I 'm an asshole . Whatever . But we alllll know I can rap bitch , shut the hell up hahaha . ",1
Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90 's movie ,1
Lookin at my bitch i bet she give yo ass a bone ,1
Lookin at u hoes   ,1
Lookin for your bitch she probably with me ? ,1
Lookin like a total swag fag ayeeee ,0
Looking back I liked colored better . Let 's go back to that ,0
Looking forward to   and   basketball   in the states soon      and of course breadsticks . ,0
Looking like a nappy headed hoe but reppin that Patrick Ewing crew neck tho ,1
Looks as if Federal Gun Laws to be proposed this week lack   Hope the   and   crowd choke on crow . ,0
Looks like a tool but is useful as a clay hammer    ,0
Looks like the   will be competing with   for the East cellar this year ,0
Looks like the next douche bag   to be crowned governor is some ghoul named Ducey ( rhymes with douchy )     ,0
Lord   just shut up you pathetic ass bitch you 're so worthless ,1
Lord please get me out of this ghetto ass hospital ,1
Los bitch taught me the true meaning of gravity when her panties kissed her ankles ,1
Los bitch told me if my name start with a D i could fuck ... A B C SHE GOT THE D ,1
Los pussy ass lost by 3 points   I WINNNNNNNNN ,1
"Lot of my peeps playing 2nite , G playing against the heat , my nig Louie playing against Rutgers , and my girl tif playing in the WNBA finals ",0
Lou is such a lil bitch ,1
Love a bitch fight ,1
Love fat hoes n tight clothes n granny panties seeeexxaaaay . ,1
Love getting nudes from my bitches ,1
Love having subs cause when myMom starts being a fucking bitch I just crank up the system . Simple solutions ,1
Love is a bird of flames . Thank you for that song   ,0
Love my bitches    ,1
"Love when the bitches take selfies with their tongue out , just gearin up for that money shot ",1
"Love you more , than those bitches before . Say you 'll remember , baby , say you 'll remember . I will love you until the end of time . ",1
Love'em and hate 'em ...   Big booty bitches . ,1
"Lovin hoes but that s same bitch we put the pipe in . She suckin dick , that s the same bitch you give goodnight kiss ",1
Low info people are pissed Oh no Dumb fucks . Race baiting bitches ,0
Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol ,1
Lowkey you 're still my bitch ,1
Loyal pussy forever bein better than the bitch that s been passed around . ,1
Lucky bitch still in Ecuador ,1
"Luda said that his bitch bad , well mine looks better in any weather lol ",1
Luke Bryan is such a faggot tool ,0
Lying bitch ,1
"Lynch mob thugs threaten Zimmerman jury   coming for that bitch ass   The hatred wo n't stop flowing , , ",0
ME TOO   i 'm finna look for tht hoe ... but shiiiid ... i know sumptin bout a ( cont ) ,1
MT   Ted Cruz We are proud wacko birds .    is that a pun ? ,0
MURDER HER When u fuck with crazy bitches shit like this happens ( Feel bad for ol boy ,1
MY CHEST i m a make a song called perez hilton and its gonabe about a gay party boy who a fat slut with no bitches . ,0
MY . NIGGA Feel good to not have no hoes . Yall ca n't even throw that charge my way no more . ,1
"Ma bottom bitch cotton pick if I tell her too , she give me money all yo hoe give you is attitude ",1
Macc   Cheese Maccin these bitches   Makin my Cheese ,1
"Mace For Your Wife , Charlie Brown ? ",0
"Mad respect to Affleck for refusing to wear a Yankees cap , though as a Sox fan wearing a Mets cap probably irritated him too . ",0
Mad that it 's a pussy gym and full of fuck people ,0
Made it to the World Series . Ned Yost out here fucking everybody bitch on the low . ,1
Made one of my all time favorites look like a bitch on the grandest stage of em all ,1
Madea and this old hillbilly are hilarious together . ,0
Magellan ? You suck at trash talk .   ,0
Magic 8 ball are these hoes loyal ? ,0
Majority of it is trash anyway . ,0
Majority of the hoes on this gram instafrontin ,1
"Majority of the time , a woman 's story is trash anyway ... ",0
Make my burger bitch   ,1
Make sure that pussy clean Cuz i m a eat until you scream ,1
Make up artists = cover up for selling pussy or second gig for bartenders or students ,1
Make your first impression with me the best or like Nino Brown i m a cancel that bitch ,1
Makem eat my ass since eating pussy ai n't major nomore ,1
Makeup be saving alot of these bitches from being single ,0
Makeup save you hoes ,0
Making brownies ,0
Making up Drake disses   ca nt wait to call it trash and tell everyone that B L U will forver be the goat out of LA ,0
Man   Ducked me like a true hick . Would have split that white trash faggot lid ,0
Man I ca n't stop looking at this hoe twerking on my Facebook ,1
Man I do have hoes and they are all in the same location ,0
Man I hope she do n't think I think she a hoe . ,1
Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time . Y'all be hyping up trash on here ,0
Man I rather see the morning selfies of bitches who do nt change they look with the case of the Mondays then see the jaybey poster . Ijs . ,0
Man I swear today 's like nation hit tony while he 's driving day .... This chink almost smashed into me ... ,0
"Man I thought that heifer was yo old bitch , when you first went to the feds I was that nigga she would smoke with . ",1
Man I wish this bitch would just STFU ,1
Man I 'm tired of dealing with these hoes but my dick not ,1
Man I 'm tryin to take my intoxication to Charlie Sheen levels today and I 'm going to do just that ,0
Man I 'm tryna give Chief Keef 's mixtape a chance but this shit trash ,1
Man arrested after 40 opened nip bottles of vodka found in car ,0
Man bitches love Beyonce .... no punch line ,1
Man dude next to me got 2 of the worst looking hoes I ever seen but hey it is 2 ,1
"Man fuck these bitch ass niggas , how y' all doin ? ",0
Man heartburn is a bitch ,1
Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out what 's good son I 'm still fuckin ,1
"Man if that bitch do nt call me back for the job cuhh , uma be snapping . ",1
Man i m glad i m around to see the redskins go to the playoffs considering it only happens once in a lifetime ,0
Man in zebra print dress robs bank ,0
Man it 's some bad built bitches in San Antonio ..... if u ca n't wear a thong on the beach yo ass bet not retweet this ,1
Man my bitch is beautiful Helen of Troy . ,1
Man stop acting like faggots and go for the WIN ,0
Man talk to em Of course nothing is wrong with applebee if you like trash food . ,0
Man that bad bitchesbroke niggaz tweet was a trap . I feed bullshit negativity and niggaz line up for a plate . ,0
Man that nigga Courage always bein a bitch . HIT DAT SHIT LIL NIGGA ,0
Man that run game ai n't no hoe . Fuck Alex . do n't even need his bitch ass ,1
Man there 's a lot of fat bitches here ,1
"Man these bitches are so boring yo . Where the outgoing , fun , wild bitches at ",1
"Man these hoes so familiar , one minute on the team next minute they ai n't witcha ",0
Man this bitch smells like cheap lip stick ,1
Man who da fuck let this hoe in the background looking like a got damn Zebra ,1
Man why do these hoes even bother wearing clothes when they 're going out like that . ,0
Man why the ugliest bitches talk the most . ,1
"Man , I got fucked within an inch of my life this evening , I 'm so unbothered by that bitch   ",1
"Man , I 'm wish big booty bytches would use some other nickname other than Judy ... Shy is so typical and old .. ",1
"Man , aunt petunia is a royal bitch . ",0
"Man , that is a serious shiner Chara 's sporting . Yowza . ",0
Mane if dis nicca call me 1 mo time n say he Finna pull up but dnt pull up ,1
Mane wtf I wake up look at da window it 's showin like a mf outside ... Good thing a nicca went to Walmart yesterday Good Aone snacks ,1
Mann are first game is 3 weeks from now ca n't wait - once a redskin always a redskin - ,0
Mann that pussy ,1
Mann .. Jada Pickett was a badddddd bitch ,1
Mannnn tonight feels like trash . ,0
Mannnnnn these hoes ai nt loyal ,1
Manual labor so trash ,0
Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional . ,0
Maple Room bitch SACTO STYLE ,1
Marca got so many hoes she confused on what to do ,0
Marcus Colston so damn trash . ,0
Marcus Smart belongs on the Celtics . Both trash . It was destiny . ,0
Marcus is in this hoe schleeeeeeeeeeppppppp ,1
Marijuana turn good pussy great .. ,1
"Marijuana , hydro , pussy hoe , ass titties ",1
Marilyn Monroe set the standard for what hoes can achieve in society ,1
"Mark Teixeira finally stepping up , HR and couple of BBs ",0
Married a skinny bitch but trickin wit a thick bitch .. She got sum big hips I call that boa a hypocrite ,1
Mary Jane is a dumb bitchPeter has a job saving the city as Spiderman and she 's bitching about how he has n't came to her play ,1
"Mata'i ngeli , alu o polosi ho nifo .. ",0
Math is forever confusing to me ,0
Matt cancer free got ta hoes throw him some booty before his bedtime ,0
Matt got the shades on tryin to scope a bitch ,1
"Maury is funny sometimes , but the ratchet hoes on there need to get knocked the fuck out ",1
May the bird of paradise fly up your nose . May an elephant caress you with his toes . May your wife have runners u ,0
"Maybe   is colored blind with his ' red lines ' and all . Tough talk , no walk . ",0
Maybe I do n't feel too great because I only got 3hrs of sleep . Surely it 's not last nights boxes of cookies   crackers dinner    ,0
Maybe I do n't text you first because you read my messages and do n't respond .   k bitch . ,0
Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar . On the bright side Texas has hott bitches ,1
"Maybe I 'll love you one day , maybe we 'll someday grow . Till then just sit your drunk ass on that runway hoe . ",1
Maybe I 'm just some bitter ass nigguh like Obito ,1
"Maybe I 'm the one , maybe I 'm the two , maybe I 'm the nigguh that you call when you 're through . ",0
Maybe if you were n't such a conceited bitch more people would like you . ,1
Maybe next time i day drink ill balance it out with my bitch mary jane cause ,0
"Maybe reluctantly , but they 've done it . What does this mean for a discrimination law in the state ? Culturally for queer people in the state ? ",1
Maybe you should eat makeup so you can be pretty on the inside also bitch . ,1
Mayweather is a pussy he s only winning cus he picks his fight and he picks the nobody fighters .   ,0
"McCann , although not having the greatest of seasons , would be a step up from Russel Martin . McCann or Carlos Ruiz   ",0
McDonald 's is hella trash to me now ,0
Mcdonalds pipe self defence beating   This is one nigger who 's hand I would shake . That 's how you deal with sheboons . ,0
Me   Elizabeth are down bitches . ,1
Me   Lew differ on philosophy I say smack that bitch bet she watch her mouf ,1
Me   hubby relaxing from the studio for a lil ... then headed str8 to my honey doo wop wops bday bash Kristen ... ,0
Me   my next bitch gone turn up on the fashion side .   we ai n't wearing nun of that designer shit . That shit basic af ,1
Me and Bryan still out this bitch ,1
Me and da   gon na do a reboot of da Jeffersons . Only dis time he gon na be Weezy and we married pre op trannies ,0
Me and my big ol titty bitch   ,1
Me and my bitch ,1
Me and my bitch song   ,1
Me and my homie   ROCKIN that bitch all night   NOW ,1
"Me and my nig   be running shit in Miami on the court , we only lost one game in 3 days ",1
Me and my nigguh stay doin it ,1
Me and this song bird sang in the same HS gospel choir ,0
Me calling bout a nigga   shit for the birds .   then a nigga that ai n't fucking me   I do not fucking care ,1
Me gusta pollo so espa that . Lol . ,0
Me n niccas ya type Neva exchange   .. Wanna talk down n still gain from us ,0
"Me to   Caffenate me , bitch because I do n't know how to use Dave 's coffee maker   ",1
"Me when folks try to come for me .   Ok hoe , cool ",1
Me . coolin with all my hoes ,1
"Me Mom , honestly , thank you for making me a bad bitch . Mom You 've got ta stop . ",1
Me downloads flappy bird*Sierra welp there goes school ,0
Me put a twist tie on the bags of ice or you 'll get it all over your car Kiersten NAHH bitch it 'll be all cool .... ,0
Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding   FHC ,0
Meek do some nut shit one time he a bitch I guess y' all forgot all the hoe shit Wale did on twitter oh ok ,1
Meek mill said get yo game up before you lose yo bitch damn lol ,1
"Meet India amazing , death - defying monkey king    ",0
Megatron must 've fucked Stafford bitch or something .. He will not throw my mans the ball . ,1
Mei Haruka is tied up and takes three cocks in her pussy and ,1
Melo should 've got the bitch for the east ,1
Member when bitches put le in front of everything . You not foreign mf ,1
Members of non - traditional religions are all sub - human trash . ,1
Memorial Weekend early bird wine walk price is still available We have 21 participating locations ,0
Mentions probably look like a septic tank . Go ahead . Meme me    ,0
Merry Christmas bitches   ,0
Merry Christmas to all y' all bitches and hoes ,1
"Messi is thinking , Ronaldo is such a bitch , could n't even make it out his group ahaaaaa ",1
"Messy ass hoes , ai n't your fucking friend ",1
"Messy asss bitches , I would blast y all dumb bitches but i 'm not even gon stoop to yalls level ",0
"Met a bad bitch from Chicago . My hat was n't cocked , yo . ",1
Met a foreign bitch at Wesley .   she better call me ,1
Met a woman who was trying to feed a crow a Brazil nut ,0
Met this bitch online . Call her my e - bae ,1
Mfs do n't care about tha kid except a few of my niggas   my bitch ,1
Mfs see a picture of a couple walking on the stairs together   caption it Goals bitch all they doing is going down the stairs ,1
Mi caldito de pollo estuvo incredible Ahora a snuggle con mi snuggie y mi hubby ... Queeee riiikkooo ... ,0
MiMi was so worried bout Stevie J marriage that bitch ai n't even realize she made a sex tape with a married man ,0
MiNo 's    Caption this==   Nah bitch ... we're gon na keep our virginities ,1
Miami bitches ,1
Miami 's run defense is Alex Smith trash . ,0
Michael Sam being cut further proves that we fags do n't belong in football or   it is a heterosexual sport for heterosexuals . ,0
Michigan is a big state . The hoes on Twitter and Instagram make just it smaller . ,1
Middle Eastern and Indonesian women are beautiful . Never seen a ugly bitch in a Bollywood film ever ,0
Might buy your bitch a bag this weekend idk ,1
Miley Cyrus got the hardest song in the club   j 's ai n't on my feet tho these hoes love these boots ,1
Miley Cyrus just wants to hump things and smoke weed with her retarded ass . ,0
"Miley Cyrus went from a a singer who had her t.v show to a stripper who ca n't rap , she need a big ass and tiddy and she will be dat bitch ",1
Miley cyrus kinda looks like a retarded care bear .... ,1
Milk Marie do n't approve to you ugly hoes ,1
Milk Marie she got pretty pussy call it pink cause a nigga fell in love with it . ,1
Million dollar bitch slap a ho ,1
Millions of niggas can rap . Can any of y' all make music ? Like a quality song . Not just you spittin bars . Shit you can play wit the bitches ? ,0
Mint Oreos ,0
Minus all the retarded poor bots . ,0
Miss ma niggah leo ,1
Miss these scary hoes ) ,0
Miss you lil bitch   ,1
Mississippi state fans are the best to just mock . It 's so easy . Poor state . It 's hard getting wins against top 25 opponents . ,0
Missouri got them swag fags lmao ,1
"Mitt Romney Gone take away weave if he become President , hoes gone be walkin around looking like Lil Bill   Calliou ... ",1
Mitt Romney hates big bird . Fascist . ,0
"Mix it up , bitches . ",1
MoNique made a whole fucking career offa call slim girls Skinny bitches . She lost the weight ( BECAUSE IT WAS UNHEALTHY ) and now she 's done ,1
Model bitches in the gym working on they fitness but it do nt mean nothing cuz they still gon buy some titties ,0
Modern day singers talk about the same shit rappers talk about lol .... hoes ,1
"Molly and Ellie need the teas , so   bound I go . Everyone else is off to Amsterdam I could n't get time off so hey ho 8-) ",0
Molly make bitches crazy ,1
Molly 's that bitch you love when she comes but hate when she goes .. ,0
Mom just called me a rude ass hoe ,1
Mom really came in and found anything possible to bitch about ,0
Mom said I could n't have chocolate milk past nine so I punched that bitch in the pussy   ,1
Mom you 've been a real bitch lately ,0
"Mom heard a song about some guy with bitches , and a long something or other so he could fuck the world for 72 hours or something ... lolol ",1
"Momma always told me I was crazy , am the hoes say I 'm amazing but I do n't listen to a lady ",1
Momma always told me I was crazy and the hoes say I 'm amazing but I do n't listen to a lady ,1
Mommy said no pussy cats inside my dawgs house ,0
Moms is a hoe ... a disrespectful one   Y'all bitches are trash ,1
Monday like Saturday bitch ,1
Money   the best pussy ,1
"Money ai n't a thang , bitch that 's a lie . It only controls every bitch that 's alive . ",1
Money ca n't buy you love so I do n't pay for no pussy ,1
Money does n't make me happy one bit . Money makes me feel more comfortable if anything . I can get pussy being dead ass broke tho tbh ,1
Money first woman second but you hoes are last ,1
Money has bin on my mind lately so I think its time to leave the hoes alone and get with the program ,1
Money hungry hoes they can never get a crumb ,0
Money make bitches fuck and niggas steal ,0
Money only impresses broke bitches . ,1
Money over bitches even though I love ladies ,1
Money pussy   freedom ,1
"Money , hoes , cars and clothes ",1
Monkey see monkey do really Abu ,0
Monkey see monkey doo ,0
"Monkey see , monkey do , Narnfraud?Swiftee   Narnfraud = pathetic and disturbed pair of thugs proud ? ",0
Monopoly is fucking stupid fuck that dumb ass game bitch ass shit ,1
"Montana , Wisconsin , Maine , New Hampshire , North AND South Dakota , Wyoming . All places you can move an ex - hoe to and be happy . ",0
"Moral to the story If you like the Yanks , I 'll pretty much do anything you tell me to do . ",0
More disability bigotry from the left     how can you defend Palin and her retards ? ,1
Moreno be a little bitch . You dumb bitch . ,1
Morning terror read 99 % of the ocean 's trash is gone and no one knows where it went   ,0
Morning trash ,0
Most Jordan 's that dropped in 2014 were trash only fucked with like 3 pair and that 's including the columbian ,1
Most niccas broke but always n the limelight ,0
Most niggas send hate thru the bitches ,1
Most of time I be thinking bitch when u gon na give me that pussy ,1
Most of you hoes copy and paste but there has to be someone they are copying from . And to you I give you my props ,0
Most them niccas I thought was real tried to derail me ,1
Most these bitches ai n't real ,1
Mother Nature hates the Yankees and baseball ,0
"Mother Nature is drunk again , this bitch knows how to party . ",1
"Mother asked what I wanted for Christmas this year . Replied with for her to not go crazy , and my sister to not be a bitch . ",1
Mother b is such a bitch ,0
"Mother fuck everything you got going on today because I 'm going to Vegas in a few hours , bitch . ",1
Motherfuckas tryna hate on my whip acting like they got cooler interiorlight up speakers hell nah bitch boys ,1
Moving has been a bitch this weekend ,1
Moving is always a bitch .. I 'm excited for Dallas though . ,0
"Mr President   homeland security , please ignore any foreign threats and focus your sole attention on our police force   ",0
Mr.nvr get no pussy u a virginnnn ,1
Ms St ai nt no hoe . They fuckin Auburn up ,1
"Mufuckas been followin me on this bitch , tho . ",1
"Mum agrees with me , ur being a wee moody cunt and you cani deal with the fact i 'm right ",1
Mum told me about that guy from one direction puffin on the dutchy nd I was like so ? Least the cunt isny a mad smackhead ... ,1
Munching on ww crackers   studying NYCs trans syst . Since NYC   I have n't had a thing in over 15 yrs   ,0
Murda mook   to that shit ,1
Murda mook ,0
Music ..... you make me sick bitch ,1
Music is the only bitch I put up with ,1
Music sounds a million times better in my car I love having a sub and new speakers . It 's like a mini rave in this bitch . ,1
Must have been a light skin hoe   Lmfao wtf she mean af   HE WASNT READY BRUH RIP ,0
Musta let dem retards out to food shop . One just step on my boots in da Foodtown . Y'all know not to step on a niggas shoes ,1
Mute it hoe . ,0
Mutes pussy .. And * * * * * and * * * * * smh ,0
Muzzled pit bull with throat slit found on side of road in PA   via   HIDEOUS ABUSE THROAT SLIT LEFT TO DIE ,0
My sister use to walk the blade EVERYNIGHT so the way I see it that bitch do n't have NO PLACE to try   tell me wtf I should   should nt do ,1
My 2014 saying is bitch go get yo nigga hoe cuz I 'm gon na beat yo ass just like am gon na beat nigga bitch go get yo nigga ,1
My Fantasy reign starts today Got pussy nigga Los up first lmao ... cmon Seattle D cut upppppp ,1
"My Hawaiian thought of the day , No Aloha for muzzie pigs , EVER ",0
My Instagram is being a bitch and telling me I ca n't follow this person fuck this ,1
My Instagram song ai n't bout me postin pictures it 's about how hoes not allowed to post pictures of me and I ai n't posting none of them ,1
My Lil cousin been locked up for 2 years for beating a bitch with . Metal bucket ,1
"My Moor friends , no not black friends , but Moor friends said Nigger came from Nigeria ... You are so lost .. Stop tagging me ... ",1
My Oriental Gallery Blog The New Land of Free Enterprise ,0
My Ralph Lauren jacket comes tomorrow . I m giving out free hugs so these bitches can know what high quality fabric feels like . ,1
My True life episode comes on later on tonight at 8 pm central time . True Life I wanna be a tranny . ,0
My Twitter app is poo trash . ,0
My advice of the day If your a tranny ..... go fuck your self ,1
My alarm clock should be $ $ $ callin lol wake yo ass up and get this money bitch ,1
My arguement with she 's the baddest white girl is she 's trash . Her argurment with she 's trash is But she 's paid .... ,0
My asshole credentials ? Even rednecks hate me . ,0
My aunt said I 'm handsome fuck you hoes ,0
My auto correct makes me sound so FOB ,0
My baby Lexy . She is a whole ai n't shit bitch in the winter . Sorry ass RWD that 's her only flaw . Still love you tho ,1
My baby boy asleep with my monkey that I had since I was little I love my son so much ,0
My baby guinea pig is so cute ,0
My bad dawg . That 's yo hoe ,1
My bad . That was about   Why bitches act like I CAN'T READ or like words do n't have a meaning . ,1
My bae said u bitches watch y' all mouth lmao ,1
My barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts ,1
My best friend loves Justin beiber what a fag   ,0
My best friend says I do n't need to be in love right now .... he thinks its too soon to love monkey .... ,0
My bestfriend is the BIGGEST bitch I know . That 's why we are best friends lol . ,1
My bf   loves crows . Thought he might enjoy the last tweet ,0
My bird got a headache ,0
My bitch   ,1
My bitch Remy stuck in 06 ,1
My bitch ass buddy pmo ,1
My bitch ass like an allergic reaction she service my faction ,1
My bitch bad ,1
My bitch bad like Brittany but I wish I had Brittany ,1
My bitch bad lookin like a bag of laundry ,1
"My bitch bad piece , yo bitch got bad feet ",1
"My bitch bad , she from the islands . ",1
My bitch bre been ina good mood they free'd her young hogg ,1
My bitch can be anything except average ,1
My bitch cold not average you could n't fuck my last bitch ,0
My bitch cold not average . You could n't fuck my last bitch ,1
"My bitch educated , had her clients pay the payments ",1
My bitch from magic city she shaking ass   titties ,1
My bitch get on my nerves ,1
My bitch got ta be as fly as me if not flyer ,1
My bitch pussy got hella powers ,1
"My bitch pussy multi - purpose , it take this dick and hide my dope ",1
My bitch say I 'm in the dog house FUCK YOU MEAN ,1
My bitch say I 'm in the dog house fuck you mean ,1
My bitch was so loaded last night   ,1
My bitch won Ralphy for me . Thanks   ,1
My bitch work for chic fil and she says this is not real b TO SAVE A LIFE ,1
My bitches are related . They are kissing cousins . ,0
My bitches cleaning ,1
My bitches get them Christians nigga ,0
My bitches not average . Spend money I got it . Ya girl want me she gon get fucked ai n't no askin ,0
"My bitches pop that pussy , pop that gum and pop pills ",1
My black queen dreading my hairs . Thank you Most High for this Moor Queen I asked you for . I want to BE BEtter with her ,0
My blue flag brite nd ya bitch blowing me like play bagpipes ,1
My boy   got the hoes now ,1
My boyfriend is such a smart ass bitch watch yourself you wear the pants but I fucking unzip them . K. ,0
My brother does n't know what American horror story is   bitch you lame ass fuck ,1
My brother is a fucking pussy . ,1
"My brother thincc i m playing he keep putting the AC on 60 , fuccing wit me I 'll break it   we will ALL be in this bitch burning UUUUP ",1
My brothers ex was a fat hog man I swear this is the reason why he does n't have any money or anything right now it 's cause of that white hoe ,0
My car so wet My bitch so wet when I drive i car pool ,1
My cat is fighting the street cat carry through the glass in my room . What the hell .   ,1
"My cat just rolled on me and said lets go run a game of 21 , bitch ",1
My cats a bitch niggah . ,0
"My cheapest , broke ass meal ? I had some egg noodles but we ai n't have no buter , no pepper , nothing . I put syrup on them bitches . ",1
"My clothes are always retro , sexual like i m hetro , and I play a bitch like nintendo , takee her for a ride in my benzo.- ",1
"My cousin bio on her Instagram light skin , dark skin , brown skin bitches holla at me she funny as hell ",1
My cousin just said these hoes ai n't shit . Idk why they want me . I ai n't shit either . Got me dying over here lol ,1
My dad goes son of a bitch and just lights a cigarette in the kitchen ... Oh ,1
My dad is a bitch . ,1
My dad is such a bitch ,1
"My dad just said Karl was always the biggest pussy of all 3 of the kids , I 'm sorry Karl , but ... You 're just a pussy I love my dad LMFAO ",1
My dad just told   's dad to text one of their friends and say hashtag pussy . Hahahaha I 'm done ,1
"My dad talking about my dogs fetching skills I seen that nigga do mad shit , air bud my ass , air pussy ",1
"My dad 's friend was telling my dad and I about how he got some good pussy last night , and how she was a good lay . It was a real bummer . ",1
"My dads side of the family is ghetto af , my moms side if the family all prim and proper . Haha ",0
